Compound ID (CID),MedDRA Concept ID,Frequency (%),Normalized Frequency,Term Level,Indication/Condition Name,Term ID,Term Name,ATC Code,Compound Name
CID100004205,C2830004,18%,0.18,PT,Somnolence,10041349,Somnolence,N06AX11,mirtazapine
CID100004205,C2830004,18%,0.180055,PT,Somnolence,10041349,Somnolence,N06AX11,mirtazapine
CID100004205,C2830004,2.2%,0.022,PT,Somnolence,10041349,Somnolence,N06AX11,mirtazapine
CID100004212,C0030193,8-41%,0.41,PT,Pain,10033371,Pain,L01DB07,mitoxantrone
CID100004236,C0015672,postmarketing,0.001,PT,Fatigue,10016256,Fatigue,N06BA07,modafinil
CID100004248,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,R03DC03,montelukast
CID100004253,C0003467,5%,0.05,PT,Anxiety,10002855,Anxiety,N02AA01,morphine
CID100004253,C0003467,6%,0.06,PT,Anxiety,10002855,Anxiety,N02AA01,morphine
CID100004253,C0009806,12%,0.12,PT,Constipation,10010774,Constipation,N02AA01,morphine
CID100004253,C0009806,9%,0.09,PT,Constipation,10010774,Constipation,N02AA01,morphine
CID100004253,C0009806,postmarketing,0.001,PT,Constipation,10010774,Constipation,N02AA01,morphine
CID100004253,C0027497,7%,0.07,PT,Nausea,10028813,Nausea,N02AA01,morphine
CID100004253,C0027497,9%,0.09,PT,Nausea,10028813,Nausea,N02AA01,morphine
CID100004253,C0027497,postmarketing,0.001,PT,Nausea,10028813,Nausea,N02AA01,morphine
CID100004253,C0030193,3%,0.03,PT,Pain,10033371,Pain,N02AA01,morphine
CID100004253,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,N02AA01,morphine
CID100004253,C0042963,2%,0.02,PT,Vomiting,10047700,Vomiting,N02AA01,morphine
CID100004253,C0042963,postmarketing,0.001,PT,Vomiting,10047700,Vomiting,N02AA01,morphine
CID100004411,C0020649,1%,0.01,PT,Hypotension,10021097,Hypotension,C07AA12,nadolol
CID100004411,C0020649,1%,0.01,PT,Hypotension,10005734,Blood pressure decreased,C07AA12,nadolol
CID100004449,C0038663,infrequent,0.01,PT,Suicide attempt,10042464,Suicide attempt,N06AX06,nefazodone
CID100004449,C0085631,1.2%,0.012,PT,Agitation,10001497,Agitation,N06AX06,nefazodone
CID100004449,C0085631,1.2%,0.012,PT,Agitation,10038743,Restlessness,N06AX06,nefazodone
CID100004449,C0085631,1.2%,0.012,PT,Agitation,10037211,Psychomotor hyperactivity,N06AX06,nefazodone
CID100004463,C0235378,2%,0.02,PT,Hepatotoxicity,10019851,Hepatotoxicity,J05AG01,nevirapine
CID100004463,C0235378,2.4%,0.024,PT,Hepatotoxicity,10019851,Hepatotoxicity,J05AG01,nevirapine
CID100004463,C0235378,common,1.0,PT,Hepatotoxicity,10019851,Hepatotoxicity,J05AG01,nevirapine
CID100004485,C0020649,postmarketing,0.001,PT,Hypotension,10021097,Hypotension,C08CA05,nifedipine
CID100004485,C0020649,postmarketing,0.001,PT,Hypotension,10005734,Blood pressure decreased,C08CA05,nifedipine
CID100004485,C0030193,2.7%,0.027,PT,Pain,10033371,Pain,C08CA05,nifedipine
CID100004510,C0020649,4%,0.04,PT,Hypotension,10021097,Hypotension,C01DA02,nitroglycerin
CID100004510,C0020649,4%,0.04,PT,Hypotension,10021097,Hypotension,C05AE01,nitroglycerin
CID100004510,C0020649,4%,0.04,PT,Hypotension,10005734,Blood pressure decreased,C01DA02,nitroglycerin
CID100004510,C0020649,4%,0.04,PT,Hypotension,10005734,Blood pressure decreased,C05AE01,nitroglycerin
CID100004510,C0020649,common,1.0,PT,Hypotension,10021097,Hypotension,C01DA02,nitroglycerin
CID100004510,C0020649,common,1.0,PT,Hypotension,10021097,Hypotension,C05AE01,nitroglycerin
CID100004510,C0020649,common,1.0,PT,Hypotension,10005734,Blood pressure decreased,C01DA02,nitroglycerin
CID100004510,C0020649,common,1.0,PT,Hypotension,10005734,Blood pressure decreased,C05AE01,nitroglycerin
CID100004510,C0020649,0%,0.0,PT,Hypotension,10021097,Hypotension,C01DA02,nitroglycerin
CID100004510,C0020649,0%,0.0,PT,Hypotension,10021097,Hypotension,C05AE01,nitroglycerin
CID100004510,C0020649,0%,0.0,PT,Hypotension,10005734,Blood pressure decreased,C01DA02,nitroglycerin
CID100004510,C0020649,0%,0.0,PT,Hypotension,10005734,Blood pressure decreased,C05AE01,nitroglycerin
CID100004510,C0039231,rare,0.001,PT,Tachycardia,10043071,Tachycardia,C01DA02,nitroglycerin
CID100004510,C0039231,rare,0.001,PT,Tachycardia,10043071,Tachycardia,C05AE01,nitroglycerin
CID100004510,C0039231,rare,0.001,PT,Tachycardia,10019303,Heart rate increased,C01DA02,nitroglycerin
CID100004510,C0039231,rare,0.001,PT,Tachycardia,10019303,Heart rate increased,C05AE01,nitroglycerin
CID100004542,C0025323,1.6%,0.016,PT,Menorrhagia,10027313,Menorrhagia,G03AC03,levonorgestrel
CID100004542,C0025323,13.4%,0.134,PT,Menorrhagia,10027313,Menorrhagia,G03AC03,levonorgestrel
CID100004542,C0025323,25.9%,0.259,PT,Menorrhagia,10027313,Menorrhagia,G03AC03,levonorgestrel
CID100004542,C0025323,4.5%,0.045,PT,Menorrhagia,10027313,Menorrhagia,G03AC03,levonorgestrel
CID100004542,C0025323,6.3%,0.063,PT,Menorrhagia,10027313,Menorrhagia,G03AC03,levonorgestrel
CID100004583,C0009763,postmarketing,0.001,PT,Conjunctivitis,10010741,Conjunctivitis,J01MA01,ofloxacin
CID100004583,C0009763,postmarketing,0.001,PT,Conjunctivitis,10010741,Conjunctivitis,J01MA12,ofloxacin
CID100004583,C0009763,postmarketing,0.001,PT,Conjunctivitis,10010741,Conjunctivitis,S01AX11,ofloxacin
CID100004583,C0009763,postmarketing,0.001,PT,Conjunctivitis,10010741,Conjunctivitis,S01AX19,ofloxacin
CID100004583,C0009763,postmarketing,0.001,PT,Conjunctivitis,10010741,Conjunctivitis,S02AA16,ofloxacin
CID100004583,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,J01MA01,ofloxacin
CID100004583,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,J01MA12,ofloxacin
CID100004583,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,S01AX11,ofloxacin
CID100004583,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,S01AX19,ofloxacin
CID100004583,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,S02AA16,ofloxacin
CID100004583,C0151937,postmarketing,0.001,PT,Tendon rupture,10043248,Tendon rupture,J01MA01,ofloxacin
CID100004583,C0151937,postmarketing,0.001,PT,Tendon rupture,10043248,Tendon rupture,J01MA12,ofloxacin
CID100004583,C0151937,postmarketing,0.001,PT,Tendon rupture,10043248,Tendon rupture,S01AX11,ofloxacin
CID100004583,C0151937,postmarketing,0.001,PT,Tendon rupture,10043248,Tendon rupture,S01AX19,ofloxacin
CID100004583,C0151937,postmarketing,0.001,PT,Tendon rupture,10043248,Tendon rupture,S02AA16,ofloxacin
CID100004585,C0085631,1%,0.01,PT,Agitation,10001497,Agitation,N05AH03,olanzapine
CID100004585,C0085631,1%,0.01,PT,Agitation,10038743,Restlessness,N05AH03,olanzapine
CID100004585,C0085631,1%,0.01,PT,Agitation,10037211,Psychomotor hyperactivity,N05AH03,olanzapine
CID100004585,C0085631,2%,0.02,PT,Agitation,10001497,Agitation,N05AH03,olanzapine
CID100004585,C0085631,2%,0.02,PT,Agitation,10038743,Restlessness,N05AH03,olanzapine
CID100004585,C0085631,2%,0.02,PT,Agitation,10037211,Psychomotor hyperactivity,N05AH03,olanzapine
CID100004585,C0085631,23%,0.23,PT,Agitation,10001497,Agitation,N05AH03,olanzapine
CID100004585,C0085631,23%,0.23,PT,Agitation,10038743,Restlessness,N05AH03,olanzapine
CID100004585,C0085631,23%,0.23,PT,Agitation,10037211,Psychomotor hyperactivity,N05AH03,olanzapine
CID100004585,C0085631,3%,0.03,PT,Agitation,10001497,Agitation,N05AH03,olanzapine
CID100004585,C0085631,3%,0.03,PT,Agitation,10038743,Restlessness,N05AH03,olanzapine
CID100004585,C0085631,3%,0.03,PT,Agitation,10037211,Psychomotor hyperactivity,N05AH03,olanzapine
CID100004585,C0085631,17%,0.17,PT,Agitation,10001497,Agitation,N05AH03,olanzapine
CID100004585,C0085631,17%,0.17,PT,Agitation,10038743,Restlessness,N05AH03,olanzapine
CID100004585,C0085631,17%,0.17,PT,Agitation,10037211,Psychomotor hyperactivity,N05AH03,olanzapine
CID100004585,C0497327,infrequent,0.01,PT,Dementia,10012267,Dementia,N05AH03,olanzapine
CID100004594,C0013395,3%,0.03,PT,Dyspepsia,10013946,Dyspepsia,A02BC01,omeprazole
CID100004594,C0013395,3%,0.03,PT,Dyspepsia,10013946,Dyspepsia,A02BC05,omeprazole
CID100004594,C0013395,very rare,0.0001,PT,Dyspepsia,10013946,Dyspepsia,A02BC01,omeprazole
CID100004594,C0013395,very rare,0.0001,PT,Dyspepsia,10013946,Dyspepsia,A02BC05,omeprazole
CID100004594,C0014724,1%,0.01,PT,Eructation,10015137,Eructation,A02BC01,omeprazole
CID100004594,C0014724,1%,0.01,PT,Eructation,10015137,Eructation,A02BC05,omeprazole
CID100004594,C0016204,2.3%,0.023,PT,Flatulence,10016766,Flatulence,A02BC01,omeprazole
CID100004594,C0016204,2.3%,0.023,PT,Flatulence,10016766,Flatulence,A02BC05,omeprazole
CID100004594,C0016204,2.7%,0.027,PT,Flatulence,10016766,Flatulence,A02BC01,omeprazole
CID100004594,C0016204,2.7%,0.027,PT,Flatulence,10016766,Flatulence,A02BC05,omeprazole
CID100004594,C0016204,4%,0.04,PT,Flatulence,10016766,Flatulence,A02BC01,omeprazole
CID100004594,C0016204,4%,0.04,PT,Flatulence,10016766,Flatulence,A02BC05,omeprazole
CID100004594,C0016204,5%,0.05,PT,Flatulence,10016766,Flatulence,A02BC01,omeprazole
CID100004594,C0016204,5%,0.05,PT,Flatulence,10016766,Flatulence,A02BC05,omeprazole
CID100004594,C0016204,common,1.0,PT,Flatulence,10016766,Flatulence,A02BC01,omeprazole
CID100004594,C0016204,common,1.0,PT,Flatulence,10016766,Flatulence,A02BC05,omeprazole
CID100004594,C0017152,very rare,0.0001,PT,Gastritis,10017853,Gastritis,A02BC01,omeprazole
CID100004594,C0017152,very rare,0.0001,PT,Gastritis,10017853,Gastritis,A02BC05,omeprazole
CID100004594,C0027497,3%,0.03,PT,Nausea,10028813,Nausea,A02BC01,omeprazole
CID100004594,C0027497,3%,0.03,PT,Nausea,10028813,Nausea,A02BC05,omeprazole
CID100004594,C0027497,4%,0.04,PT,Nausea,10028813,Nausea,A02BC01,omeprazole
CID100004594,C0027497,4%,0.04,PT,Nausea,10028813,Nausea,A02BC05,omeprazole
CID100004594,C0027497,5%,0.05,PT,Nausea,10028813,Nausea,A02BC01,omeprazole
CID100004594,C0027497,5%,0.05,PT,Nausea,10028813,Nausea,A02BC05,omeprazole
CID100004594,C0027497,common,1.0,PT,Nausea,10028813,Nausea,A02BC01,omeprazole
CID100004594,C0027497,common,1.0,PT,Nausea,10028813,Nausea,A02BC05,omeprazole
CID100004594,C0027497,3.1%,0.031,PT,Nausea,10028813,Nausea,A02BC01,omeprazole
CID100004594,C0027497,3.1%,0.031,PT,Nausea,10028813,Nausea,A02BC05,omeprazole
CID100004594,C0042963,3.2%,0.032,PT,Vomiting,10047700,Vomiting,A02BC01,omeprazole
CID100004594,C0042963,3.2%,0.032,PT,Vomiting,10047700,Vomiting,A02BC05,omeprazole
CID100004594,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,A02BC01,omeprazole
CID100004594,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,A02BC05,omeprazole
CID100004594,C0042963,4.7%,0.047,PT,Vomiting,10047700,Vomiting,A02BC01,omeprazole
